"자전거번호","대여일시","대여 대여소번호","대여 대여소명","대여거치대","반납일시","반납대여소번호","반납대여소명","반납거치대","이용시간(분)","이용거리(M)","생년","성별","이용자종류","대여대여소ID","반납대여소ID","자전거구분"
"SPB-71027","2025-12-01 00:07:22","05074","마곡엠밸리14단지 버스정류장(마곡엠밸리11,12단지상가방면)","0","2025-12-01 00:12:48","01184","마곡13단지","0","5","879.22",\N,\N,\N,"ST-2993","ST-1645","일반자전거"
"SPB-64546","2025-12-01 00:08:00","05760","풍납사거리 성내유수지","0","2025-12-01 00:12:49","02604","풍납토성 서성벽터A","0","4","704.21","2002","M","내국인","ST-3148","ST-1627","일반자전거"
"SPB-53182","2025-12-01 00:10:19","01081","트레빌빌딩","0","2025-12-01 00:12:51","01081","트레빌빌딩","0","2","88.17","1968","M","내국인","ST-1842","ST-1842","일반자전거"
"SPB-74029","2025-12-01 00:00:46","01987","개봉아이파크아파트 앞","0","2025-12-01 00:12:52","01981","천왕지구삼거리 앞","0","12","2622.31",\N,\N,\N,"ST-1522","ST-1243","일반자전거"
"SPB-83639","2025-12-01 00:04:49","00907","CJ 드림시티","99","2025-12-01 00:12:54","00916","평생학습관 앞","99","8","1620.00",\N,"F","내국인","ST-455","ST-464","새싹자전거"
"SPB-65998","2025-12-01 00:04:32","00903","은평뉴타운 아이파크","0","2025-12-01 00:13:04","00959","구파발10단지 인근","0","8","1329.16",\N,\N,\N,"ST-451","ST-1480","일반자전거"
"SPB-70155","2025-12-01 00:07:42","05061","우장산동 가곡어린이공원앞","0","2025-12-01 00:13:05","02741","마곡수명산파크5-6단지","0","5","1021.98","2008","M","내국인","ST-2888","ST-2058","일반자전거"
"SPB-64772","2025-12-01 00:02:55","04687","역촌센트레빌아파트 101동 앞","0","2025-12-01 00:13:07","04687","역촌센트레빌아파트 101동 앞","0","10","697.84","1995","M","내국인","ST-3127","ST-3127","일반자전거"
"SPB-47875","2025-12-01 00:06:14","02737","까치산역 3번 출구","0","2025-12-01 00:13:11","02712","화곡터널입구교차로","0","6","845.78","1996",\N,"내국인","ST-2054","ST-2028","일반자전거"
"SPB-59917","2025-12-01 00:08:41","00526","용답토속공원 앞","0","2025-12-01 00:13:14","04108","답십리파크자이아파트 앞","0","4","476.10","1995","M","내국인","ST-242","ST-2501","일반자전거"
"SPB-63804","2025-12-01 00:07:44","03421","혜화역 1번출구","0","2025-12-01 00:13:19","03402","이화공영주차장","0","5","940.62","1999",\N,"내국인","ST-1818","ST-1799","일반자전거"
"SPB-68871","2025-12-01 00:02:13","02109","은천로입구 가로공원","0","2025-12-01 00:13:20","03820","은천삼거리","0","11","1929.44","1982","M","내국인","ST-882","ST-3166","일반자전거"
"SPB-70972","2025-12-01 00:07:27","01112","마곡엠밸리4단지 정문","0","2025-12-01 00:13:25","03754","신방화역 8번출구","0","5","910.00","1991",\N,"내국인","ST-513","ST-2611","일반자전거"
"SPB-72473","2025-12-01 00:06:39","04542","월정초 사거리","0","2025-12-01 00:13:30","00777","신월6차보람아파트 앞","0","6","907.93","1976","M","내국인","ST-3146","ST-2003","일반자전거"
"SPB-59837","2025-12-01 00:06:09","05152","이스트폴 105동 방면 입구","0","2025-12-01 00:13:31","00548","자양나들목","0","7","1550.00",\N,"M","내국인","ST-3369","ST-258","일반자전거"
"SPB-39866","2025-12-01 00:04:02","01036","고덕동 주양쇼핑","0","2025-12-01 00:13:34","01089","고덕 래미안힐스테이트(201동)","0","9","1618.06",\N,\N,\N,"ST-1053","ST-1849","일반자전거"
"SPB-47104","2025-12-01 00:03:44","00302","경복궁역 6번출구 뒤","0","2025-12-01 00:13:36","00180","충정로역 7번출구 아래","0","9","1046.00","1994","M","내국인","ST-118","ST-233","일반자전거"
"SPB-37224","2025-12-01 00:07:59","02728","마곡나루역 3번 출구","0","2025-12-01 00:13:37","01191","마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)","0","5","623.54",\N,"M","내국인","ST-2045","ST-1689","일반자전거"
"SPB-71530","2025-12-01 00:09:31","02730","마곡메가박스 앞","0","2025-12-01 00:13:40","05061","우장산동 가곡어린이공원앞","0","4","700.74","2004","F","내국인","ST-2047","ST-2888","일반자전거"
"SPB-49234","2025-12-01 00:05:56","03569","건대병원후문","0","2025-12-01 00:13:42","03501","K&S빌딩 앞","0","7","1288.67","2001","M","내국인","ST-2308","ST-984","일반자전거"
"SPB-59058","2025-12-01 00:07:40","01191","마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)","0","2025-12-01 00:13:42","02733","마곡13단지 정문 앞","0","6","728.22","1991",\N,"내국인","ST-1689","ST-2050","일반자전거"
"SPB-74540","2025-12-01 00:07:37","00431","청계천 영도교","0","2025-12-01 00:13:43","04121","서울문화재단 앞","0","6","1523.63","1972","M","내국인","ST-1440","ST-2507","일반자전거"
"SPB-68017","2025-12-01 00:00:23","01205","종합운동장역 4번출구","0","2025-12-01 00:13:46","02420","학여울역 사거리(LG베스트샵 앞)","0","13","2140.12","1971","M","내국인","ST-539","ST-1886","일반자전거"
"SPB-73143","2025-12-01 00:04:43","00674","고대앞사거리 교통섬","0","2025-12-01 00:13:53","00363","신설동역 11번출구 뒤","0","9","1476.57","2003","F","내국인","ST-2274","ST-177","일반자전거"
"SPB-48766","2025-12-01 00:01:34","01051","강일중,선사고 버스정류장(신암중학교 방면)","0","2025-12-01 00:13:56","01002","해공공원(천호동)","0","12","1700.00","2000","","내국인","ST-1421","ST-486","일반자전거"
"SPB-67382","2025-12-01 00:01:46","01318","길음역 3번출구 뒤","0","2025-12-01 00:13:57","01326","상월곡역 1번출구","0","12","2268.07","1990","M","내국인","ST-563","ST-572","일반자전거"
"SPB-53416","2025-12-01 00:03:24","04009","월계프라자","0","2025-12-01 00:13:58","04064","신창아파트 입구 앞","0","10","1311.18","2009","M","내국인","ST-2704","ST-2725","일반자전거"
"SPB-83134","2025-12-01 00:10:20","00398","을지로3가역 3번출구","99","2025-12-01 00:13:59","00329","청계2가 사거리 옆","99","3","850.00","1987","M","내국인","ST-1435","ST-145","새싹자전거"
"SPB-54522","2025-12-01 00:03:55","01662","노원역7번출구","0","2025-12-01 00:14:04","04090","녹천교 앞 사거리","0","10","1362.71","1991",\N,"내국인","ST-1279","ST-3175","일반자전거"
"SPB-58318","2025-12-01 00:09:31","00768","목동5단지아파트 501동","0","2025-12-01 00:14:05","00747","목동3단지 상가","0","4","536.74",\N,\N,\N,"ST-1994","ST-1018","일반자전거"
"SPB-68687","2025-12-01 00:04:12","04774","을지로입구역 8번출구","0","2025-12-01 00:14:06","00300","정동사거리","0","9","1393.05","1996",\N,"내국인","ST-2520","ST-116","일반자전거"
"SPB-48027","2025-12-01 00:05:56","00409","누리꿈스퀘어 옆","0","2025-12-01 00:14:06","00403","부엉이공원 앞","0","8","1020.00","1992","M","내국인","ST-86","ST-78","일반자전거"
"SPB-41956","2025-12-01 00:00:10","00857","현대 안성타워","0","2025-12-01 00:14:06","00848","삼각지12번 출구","0","13","3003.52","2000",\N,"내국인","ST-2181","ST-2172","일반자전거"
"SPB-66941","2025-12-01 00:00:57","00857","현대 안성타워","0","2025-12-01 00:14:12","00848","삼각지12번 출구","0","13","1866.50","2004","F","내국인","ST-2181","ST-2172","일반자전거"
"SPB-74603","2025-12-01 00:08:22","01681","현대6차 아파트","0","2025-12-01 00:14:14","01665","양지근린공원앞","0","5","790.69",\N,\N,\N,"ST-1425","ST-1282","일반자전거"
"SPB-66596","2025-12-01 00:08:44","02009","보라매역 8번출구","0","2025-12-01 00:14:15","02080","대방지하보도(대방동경남아너스빌아파트)","0","5","1406.43","2004","M","내국인","ST-726","ST-2353","일반자전거"
"SPB-74572","2025-12-01 00:07:42","00217","NH농협은행 앞","0","2025-12-01 00:14:20","00221","여의도초교 앞","0","6","1024.29","1959",\N,"내국인","ST-66","ST-67","일반자전거"
"SPB-55287","2025-12-01 00:04:53","00813","삼각지역 3번출구","0","2025-12-01 00:14:22","04640","원효로2가 교차로","0","9","1594.21","2093","F","내국인","ST-334","ST-3135","일반자전거"
"SPB-34855","2025-12-01 00:05:31","02525","반포쇼핑타운 2동 앞","0","2025-12-01 00:14:24","02540","반포천 앞","0","8","1090.28",\N,\N,\N,"ST-1910","ST-1924","일반자전거"
"SPB-33416","2025-12-01 00:02:00","01535","효성인텔리안 앞","0","2025-12-01 00:14:36","01737","신창시장","0","12","1412.28","2000","M","내국인","ST-1109","ST-1469","일반자전거"
"SPB-66012","2025-12-01 00:05:35","00106","합정역 7번출구 앞","0","2025-12-01 00:14:38","04217","한강공원 망원나들목","0","9","1733.87",\N,\N,\N,"ST-8","ST-2905","일반자전거"
"SPB-51243","2025-12-01 00:00:51","04399","더리브 세종타워 앞","0","2025-12-01 00:14:39","03865","이튼타워리버 2차","0","13","1357.17","2004",\N,"내국인","ST-3326","ST-2545","일반자전거"
"SPB-68885","2025-12-01 00:09:04","00252","보라매역4번출구","0","2025-12-01 00:14:40","02016","신대방삼거리역 3번출구쪽","0","5","650.00",\N,"F","내국인","ST-300","ST-688","일반자전거"
"SPB-54111","2025-12-01 00:09:28","01908","해원리바파크 육교 밑","0","2025-12-01 00:14:40","01998","고척교 교차로","0","5","634.42","1981","M","내국인","ST-666","ST-1696","일반자전거"
"SPB-47592","2025-12-01 00:11:50","04847","신내역시티프라디움 앞","0","2025-12-01 00:14:47","01420","신내어울공원 앞","0","2","461.51","1961",\N,"내국인","ST-3346","ST-585","일반자전거"
"SPB-71078","2025-12-01 00:05:01","05301","상계주공1단지 버스정류장 옆(대원빌딩 앞)","0","2025-12-01 00:14:48","04037","물넘이교","0","9","1075.39","2003","M","내국인","ST-3015","ST-2835","일반자전거"
"SPB-67833","2025-12-01 00:06:14","02032","이수역 11번출구쪽","0","2025-12-01 00:14:55","02104","사당역 5번출구","0","8","1031.71","1997","F","내국인","ST-923","ST-712","일반자전거"
"SPB-64509","2025-12-01 00:05:12","04458","가락2동주민센터 인근","0","2025-12-01 00:14:57","04880","송파청소년센터","0","9","1776.48","1991","M","내국인","ST-2575","ST-2957","일반자전거"
"SPB-39357","2025-12-01 00:02:49","03798","그랜드아이파크아파트 앞","0","2025-12-01 00:14:58","02739","수명산파크1단지교차로","0","12","2635.39",\N,\N,\N,"ST-2557","ST-2056","일반자전거"
"SPB-55924","2025-12-01 00:09:04","01692","온곡초교 교차로","0","2025-12-01 00:14:58","01688","마들역 7번출구","0","5","783.90","1995",\N,"내국인","ST-1672","ST-1639","일반자전거"
"SPB-60580","2025-12-01 00:03:32","03422","성균관대 정문","0","2025-12-01 00:15:04","00344","성균관대 E하우스 앞","0","11","1640.00",\N,\N,\N,"ST-1819","ST-160","일반자전거"
"SPB-74335","2025-12-01 00:07:06","02294","두상빌딩 앞","0","2025-12-01 00:15:07","03609","언주초등학교 입구","0","8","740.24","1966","M","내국인","ST-1361","ST-2674","일반자전거"
"SPB-44404","2025-12-01 00:10:37","01669","중계역 3번출구","0","2025-12-01 00:15:10","04013","중계 롯데마트","0","4","111.20","2005","M","내국인","ST-1286","ST-2706","일반자전거"
"SPB-64195","2025-12-01 00:10:12","03780","등촌서광아파트","0","2025-12-01 00:15:11","01157","강서구청","0","4","709.50","2006","M","내국인","ST-2487","ST-1069","일반자전거"
"SPB-73093","2025-12-01 00:04:34","01017","둔촌고교입구 교차로(길동주민센터 방면)","0","2025-12-01 00:15:11","01067","한영중고앞사거리","0","10","2060.35",\N,\N,\N,"ST-501","ST-1766","일반자전거"
"SPB-74294","2025-12-01 00:08:56","01382","래미안월곡아파트 입구","0","2025-12-01 00:15:13","01327","상월곡역 3번출구","0","6","1658.09",\N,\N,\N,"ST-2406","ST-574","일반자전거"
"SPB-40299","2025-12-01 00:11:24","00115","마스타 빌딩 앞","0","2025-12-01 00:15:13","03119","연희 브라운스톤 아파트 앞","0","3","737.84","2005","M","내국인","ST-12","ST-2204","일반자전거"
"SPB-64899","2025-12-01 00:03:16","00114","홍대입구역 8번출구 앞","0","2025-12-01 00:15:14","00437","대흥역 1번출구","0","11","2086.06",\N,\N,\N,"ST-20","ST-1691","일반자전거"
"SPB-52309","2025-12-01 00:11:18","05759","풍납근린공원","0","2025-12-01 00:15:17","02611","송파지역자활센터 뒤","0","3","798.09","1999",\N,"내국인","ST-3141","ST-1684","일반자전거"
"SPB-57377","2025-12-01 00:05:18","01993","금강수목원아파트 앞","0","2025-12-01 00:15:19","01991","오류동역 맞은편","0","10","1454.11",\N,\N,\N,"ST-1528","ST-1526","일반자전거"
"SPB-74670","2025-12-01 00:02:06","00914","새절역 2번출구","0","2025-12-01 00:15:23","00913","이마트 버스정류장(서부경찰서 방면)","0","13","1375.37","2000","F","내국인","ST-462","ST-461","일반자전거"
"SPB-74315","2025-12-01 00:12:15","03573","광나루안전체험관","0","2025-12-01 00:15:28","03509","세종사이버대학교","0","3","495.95","1962",\N,"내국인","ST-2312","ST-1194","일반자전거"
"SPB-33835","2025-12-01 00:09:44","04798","황학동롯데캐슬","0","2025-12-01 00:15:30","00383","신당역 12번 출구 뒤","0","5","803.86","1970",\N,"내국인","ST-2903","ST-198","일반자전거"
"SPB-63048","2025-12-01 00:09:08","01467","sk신내 주유소앞(용마산로)","0","2025-12-01 00:15:30","04829","신내동 한살림 중랑지구 건너편","0","6","1247.70","1971","M","내국인","ST-2288","ST-2953","일반자전거"
"SPB-48146","2025-12-01 00:07:48","00779","신정1동 주민센터 앞","0","2025-12-01 00:15:31","00708","서울출입국관리사무소 앞","0","7","1680.00","1992",\N,"내국인","ST-2005","ST-315","일반자전거"
"SPB-67743","2025-12-01 00:10:46","00855","이촌역5번출구 앞","0","2025-12-01 00:15:34","00840","용산 파크타워 앞","0","4","318.57","1971","M","내국인","ST-2179","ST-1442","일반자전거"
"SPB-57332","2025-12-01 00:02:55","05861","보라주유소 앞","0","2025-12-01 00:15:37","05868","로프트시티오피스텔","0","12","1660.00","1995","M","내국인","ST-3170","ST-3238","일반자전거"
"SPB-43899","2025-12-01 00:09:29","04508","유원목동아파트 103동 앞","0","2025-12-01 00:15:38","04508","유원목동아파트 103동 앞","0","6","34.38","1997",\N,"내국인","ST-2760","ST-2760","일반자전거"
"SPB-56824","2025-12-01 00:09:57","01535","효성인텔리안 앞","0","2025-12-01 00:15:41","01527","미아역 1번 출구 뒤","0","5","1122.41",\N,"M","내국인","ST-1109","ST-1101","일반자전거"
"SPB-55503","2025-12-01 00:02:34","04114","휘경여중고삼거리","0","2025-12-01 00:15:42","00670","삼육서울병원 버스정류장","0","13","2039.25",\N,\N,\N,"ST-2560","ST-2270","일반자전거"
"SPB-62796","2025-12-01 00:00:12","03975","현대시티아울렛 가산","0","2025-12-01 00:15:45","01869","롯데캐슬골드파크3차 301동 앞","0","15","2186.02","2001","M","내국인","ST-3029","ST-1940","일반자전거"
"SPB-46971","2025-12-01 00:03:10","00255","도림사거리","0","2025-12-01 00:15:46","04575","대림동 e편한세상영등포아델포레","0","12","1354.86","2005","M","내국인","ST-303","ST-2823","일반자전거"
"SPB-42014","2025-12-01 00:03:13","00255","도림사거리","0","2025-12-01 00:15:50","04575","대림동 e편한세상영등포아델포레","0","12","1791.70","2005","M","내국인","ST-303","ST-2823","일반자전거"
"SPB-56620","2025-12-01 00:09:42","00996","응암역2번출구 국민은행 앞","0","2025-12-01 00:15:56","00932","예일여중","0","6","1128.76","1995",\N,"내국인","ST-2264","ST-480","일반자전거"
"SPB-42042","2025-12-01 00:05:35","04123","배봉초교 교차로","0","2025-12-01 00:15:56","00670","삼육서울병원 버스정류장","0","10","2040.84","1993","M","내국인","ST-2509","ST-2270","일반자전거"
"SPB-74508","2025-12-01 00:10:49","00746","목동2단지 상가","0","2025-12-01 00:15:57","00756","목동주차장","0","5","1143.18","2008","M","내국인","ST-1017","ST-1497","일반자전거"
"SPB-43662","2025-12-01 00:14:05","04545","청소년음악센터","0","2025-12-01 00:15:58","00743","현대6차아파트 101동 옆","0","1","0.10","2007","M","내국인","ST-3224","ST-1014","일반자전거"
"SPB-61476","2025-12-01 00:07:04","01452","겸재교 진입부","0","2025-12-01 00:15:59","01447","면목역 3번출구","0","8","1175.43","1998","M","내국인","ST-1335","ST-1098","일반자전거"
"SPB-36941","2025-12-01 00:08:57","00493","홍대입구역 6번출구","0","2025-12-01 00:16:00","04248","신촌 교보빌딩","0","7","1014.83","1994","M","내국인","ST-2152","ST-3021","일반자전거"
"SPB-40603","2025-12-01 00:09:41","01468","먹골역 7번 출구","0","2025-12-01 00:16:00","01442","중랑구청 중화동 별관 앞","0","6","1487.64","2003",\N,"내국인","ST-2289","ST-1093","일반자전거"
"SPB-65153","2025-12-01 00:05:27","01008","암사역 3번출구(국민은행앞)","0","2025-12-01 00:16:04","01012","천호역효성해링턴타워 앞","0","10","1526.76","1994",\N,"내국인","ST-492","ST-496","일반자전거"
"SPB-65766","2025-12-01 00:09:45","00358","성균관대입구 사거리 A","0","2025-12-01 00:16:06","00359","원남동사거리","0","6","913.99","1996","M","내국인","ST-173","ST-174","일반자전거"
"SPB-61603","2025-12-01 00:12:20","05513","마포음식문화거리","0","2025-12-01 00:16:07","00495","염리초등학교 앞","0","3","460.16","1986","M","내국인","ST-3355","ST-2154","일반자전거"
